F,t,#ev,,ap
43.5754,48.4641,10000,80,25
43.594,49.2939,10000,70,25
43.5415,54.9425,10000,74,25
43.6929,50.3802,10000,82,25
44.1773,50.504,10000,79,25
43.3325,48.0296,10000,76,23
43.7001,48.6758,10000,72,25
43.4646,54.8549,10000,76,25
43.7527,56.8062,10000,74,25
44.472,50.9534,10000,76,25
43.6233,48.7052,10000,79,25
43.2361,50.8836,10000,81,25
43.2264,44.9506,10000,76,25
43.635,57.849,10000,76,25
43.7729,47.4972,10000,75,25
43.4123,51.7132,10000,76,24
43.7148,50.67,10000,81,25
43.6997,46.1953,10000,76,25
43.3586,53.864,10000,79,25
43.2657,49.8722,10000,75,25
43.8545,48.8669,10000,76,25
43.6862,48.829,10000,77,24
43.7679,52.6911,10000,82,25
43.4641,46.1449,10000,76,25
43.4999,47.8996,10000,81,25
43.6557,50.4297,10000,74,25
43.3978,57.8627,10000,80,25
43.5589,49.2841,10000,77,25
44.0988,57.1808,10000,73,25
44.0185,49.1614,10000,74,25
44.4337,47.2705,10000,78,24
43.4379,55.5097,10000,77,25
44.0835,52.0847,10000,80,25
43.7938,53.7511,10000,75,25
44.0042,54.6604,10000,78,25
43.3141,57.4835,10000,74,25
43.5485,46.7687,10000,75,24
43.7176,54.3528,10000,78,25
43.9878,47.4489,10000,75,25
43.9908,48.4759,10000,77,25
44.1869,47.6345,10000,74,25
44.1173,47.1176,10000,73,25
43.8823,59.8191,10000,75,25
44.3738,48.1038,10000,83,25
44.487,46.7538,10000,72,25
44.2551,47.9812,10000,74,25
44.7091,57.4231,10000,82,23
44.8189,49.08,10000,80,24
44.114,55.2689,10000,72,25
44.0102,48.1532,10000,74,25
44.747,54.0116,10000,75,25
43.6889,53.0456,10000,77,25
45.2445,49.9469,10000,75,25
44.8347,51.3251,10000,80,24
44.7615,50.7261,10000,78,23
43.3799,54.043,10000,72,25
43.7733,52.2534,10000,78,24
43.7033,48.0092,10000,80,25
45.2574,52.3084,10000,82,25
44.0021,49.7155,10000,75,25
43.9318,55.6951,10000,76,25
43.7905,45.3194,10000,80,25
43.9967,51.2965,10000,81,25
43.97,48.4253,10000,74,25
44.713,47.9561,10000,76,25
43.8026,48.6132,10000,70,25
43.3737,51.3476,10000,78,25
43.8955,57.5548,10000,84,24
44.2801,48.9717,10000,75,25
43.7549,47.1604,10000,75,25
44.3148,53.4822,10000,75,25
43.9397,49.1571,10000,81,24
44.7649,56.8386,10000,84,25
44.8884,52.0926,10000,74,25
45.0339,52.6636,10000,69,24
43.957,50.841,10000,77,25
44.2929,53.4721,10000,79,25
43.9734,49.6848,10000,78,24
43.5414,45.5631,10000,82,25
43.8486,47.0004,10000,76,25
44.0468,47.4219,10000,84,25
44.1718,49.607,10000,79,25
43.9695,50.408,10000,77,25
43.6492,48.0118,10000,76,25
43.5933,47.6229,10000,75,24
44.214,49.7504,10000,81,24
43.9225,48.7881,10000,78,25
43.9586,59.4335,10000,75,25
43.9994,47.9675,10000,76,24
44.5955,50.8054,10000,83,25
43.7263,47.6059,10000,78,25
43.5695,49.2321,10000,76,24
43.807,50.1316,10000,74,24
43.7955,49.244,10000,82,25
44.1777,45.511,10000,75,24
43.8633,46.7415,10000,74,25
43.5853,51.0586,10000,72,25
44.1075,46.7722,10000,75,25
44.2045,45.2915,10000,77,25
43.858,51.4455,10000,76,24
43.9798,49.1463,10000,75,25
43.9699,45.5292,10000,82,25
44.2105,48.3422,10000,72,25
44.1671,45.1255,10000,85,25
44.5279,47.5779,10000,84,23
44.1081,51.4625,10000,83,24
43.9992,47.062,10000,78,25
43.8763,45.3588,10000,75,25
43.6659,47.3256,10000,74,25
