F,t,#ev,,ap
46.6039,235.957,10000,65,25
46.5693,260.077,10000,64,25
49.4215,265.564,10000,60,25
48.1283,260.071,10000,61,25
46.8447,253.133,10000,64,25
47.4438,264.763,10000,64,25
48.0679,265.455,10000,60,25
46.6718,276.932,10000,62,25
47.0608,244.87,10000,62,25
47.0385,269.84,10000,61,25
46.9158,252.778,10000,62,25
45.9079,267.335,10000,63,25
46.243,240.166,10000,62,25
46.3566,250.035,10000,61,25
47.4341,282.609,10000,64,25
46.8895,266.358,10000,62,25
47.7865,266.319,10000,61,25
48.0344,273.698,10000,63,25
48.1264,250.208,10000,60,25
46.8105,236.753,10000,63,25
45.7133,269.276,10000,64,25
47.5702,275.113,10000,63,25
47.9933,262.917,10000,61,25
47.5445,252.846,10000,63,25
47.5043,239.273,10000,63,25
46.0888,242.717,10000,64,25
46.7975,272.318,10000,60,25
46.5161,247.008,10000,64,25
47.3725,247.857,10000,61,25
46.9082,249.032,10000,62,25
47.4994,274.989,10000,62,25
48.6038,273.325,10000,62,25
47.2,258.35,10000,62,25
47.0565,273.703,10000,63,25
49.2917,241.367,10000,62,25
46.7936,249.408,10000,64,25
46.3764,264.422,10000,64,25
47.4836,257.169,10000,62,25
47.5327,239.892,10000,62,25
46.1795,260.749,10000,64,25
46.8712,248.709,10000,64,25
46.4384,253.315,10000,65,25
46.6797,275.384,10000,62,25
46.6597,276.928,10000,60,25
46.7293,273.429,10000,64,25
47.0125,253.384,10000,63,25
46.6802,275.07,10000,65,25
46.4583,258.719,10000,64,25
48.2931,264.791,10000,63,25
48.4255,269.859,10000,63,25
48.2536,279.284,10000,62,25
47.0107,258.879,10000,63,25
47.1335,249.992,10000,63,25
46.8801,275.308,10000,64,25
48.2542,263.764,10000,63,25
47.3303,250.118,10000,62,25
46.7962,249.433,10000,63,25
47.0618,266.65,10000,64,25
47.1625,258.3,10000,62,25
48.0211,246.15,10000,63,25
46.4192,254.156,10000,65,25
47.1449,271.201,10000,64,25
49.129,268.421,10000,62,25
47.4625,270.802,10000,65,25
47.0311,244.405,10000,64,25
46.6599,267.016,10000,63,25
47.92,254.263,10000,65,25
47.1198,257.567,10000,62,25
46.6011,252.117,10000,67,25
47.5868,255.196,10000,63,25
46.5034,252.258,10000,66,25
47.4421,242.008,10000,62,25
48.0517,259.786,10000,65,25
47.5282,238.022,10000,64,25
47.735,249.359,10000,63,25
46.642,267.93,10000,62,25
47.5394,270.351,10000,64,25
47.1542,261.26,10000,65,25
47.0729,262.699,10000,65,25
47.4239,246.362,10000,63,25
48.0617,245.976,10000,61,25
48.0427,277.775,10000,64,25
47.6991,261.713,10000,63,25
47.8416,246.343,10000,64,25
47.1689,250.919,10000,61,25
46.2979,255.45,10000,66,25
48.7356,272.49,10000,64,25
46.3951,256.039,10000,66,25
47.4714,264.539,10000,64,25
48.0339,269.783,10000,63,25
49.3053,266.944,10000,59,25
47.3639,254.061,10000,67,25
49.4844,254.621,10000,63,25
47.1612,278.758,10000,62,25
47.6562,273.001,10000,67,25
48.5787,275.484,10000,63,25
48.7013,262.948,10000,61,25
48.3905,248.646,10000,62,25
47.4083,265.806,10000,64,25
47.6512,261.497,10000,63,25
48.0049,249.87,10000,62,25
48.7519,251.786,10000,59,25
50.4092,250.275,10000,65,25
47.7115,268.439,10000,65,25
49.7648,262.487,10000,61,25
49.5881,280.673,10000,60,25
48.3622,268.558,10000,64,25
48.726,282.704,10000,63,25
46.9666,234.035,10000,65,25
47.6329,240.468,10000,62,25
47.5562,256.969,10000,64,25
47.3728,243.438,10000,63,25
48.5836,257.035,10000,62,25
47.4968,267.111,10000,62,25
46.7363,260.529,10000,63,25
48.5327,272.221,10000,61,25
47.8989,254.739,10000,64,25
48.0018,278.785,10000,63,25
49.8614,257.918,10000,62,25
47.0132,282.038,10000,64,25
47.0943,263.921,10000,63,25
46.7985,256.736,10000,65,25
47.4259,262.96,10000,64,25
47.9102,282.204,10000,61,25
48.3673,270.201,10000,63,25
46.7249,256.668,10000,65,25
47.5827,263.558,10000,62,25
46.5034,269.28,10000,65,25
47.8387,245.13,10000,62,25
46.9633,258.009,10000,63,25
46.7777,277.979,10000,63,25
46.7022,253.714,10000,60,25
48.1075,267.42,10000,63,25
47.7619,255.504,10000,64,25
47.1123,270.25,10000,61,25
47.2754,253.955,10000,61,25
48.4452,262.716,10000,64,25
47.3101,260.577,10000,62,25
48.7782,253.28,10000,63,25
48.9596,250.462,10000,61,25
47.0902,259.263,10000,63,25
46.9399,243.724,10000,63,25
46.9295,279.038,10000,65,25
47.9482,269.353,10000,62,25
46.1843,269.235,10000,66,25
48.2066,250.904,10000,63,25
47.2875,246.554,10000,63,25
48.7147,256.768,10000,63,25
47.4011,253.161,10000,61,25
47.0761,266.261,10000,64,25
47.0697,241.781,10000,62,25
47.7833,266.069,10000,64,25
47.6528,252.407,10000,61,25
48.309,290.757,10000,60,25
47.6885,259.113,10000,62,25
47.186,243.447,10000,63,25
47.9225,258.309,10000,62,25
47.1003,277.064,10000,64,25
48.4026,263.181,10000,62,25
47.5637,256.709,10000,63,25
47.7764,245.545,10000,64,25
48.9865,228.325,10000,62,25
47.6504,255.177,10000,63,25
48.2003,278.031,10000,62,25
46.9561,246.107,10000,64,25
46.8601,258.581,10000,66,25
47.5422,257.043,10000,64,25
47.9963,257.185,10000,62,25
48.2133,251.802,10000,64,25
48.9469,243.825,10000,63,25
48.5013,258.135,10000,62,25
47.0451,246.949,10000,64,25
47.6094,253.896,10000,64,25
47.3101,244.668,10000,63,25
47.8675,259.111,10000,62,25
47.7679,261.177,10000,61,25
47.1665,268.895,10000,62,25
47.463,254.439,10000,60,25
47.3939,268.171,10000,61,25
50.0649,249.86,10000,62,25
47.2341,248.429,10000,61,25
46.31,263.859,10000,66,25
