F,t,#ev,,ap
43.8132,64.2431,10000,64,25
43.8226,65.18,10000,72,25
43.4846,60.9577,10000,69,25
43.6526,62.4874,10000,68,25
43.5351,70.6507,10000,73,25
43.5858,70.8684,10000,65,25
43.5822,68.3735,10000,67,25
43.2464,64.6962,10000,72,25
43.4296,67.9907,10000,68,25
43.2527,65.3307,10000,71,25
43.6111,66.3763,10000,71,25
43.6129,67.2338,10000,70,25
43.3144,65.8017,10000,70,25
43.5521,67.663,10000,73,25
43.6291,66.2344,10000,70,25
43.58,72.7917,10000,65,25
43.7616,62.6996,10000,66,25
43.0416,66.3267,10000,73,25
43.6121,64.3883,10000,66,25
43.1067,68.629,10000,69,25
43.6269,69.5386,10000,70,25
43.9599,68.5678,10000,65,25
43.5478,69.2661,10000,66,25
43.5469,71.2663,10000,71,25
43.1923,59.5253,10000,67,25
43.0173,66.296,10000,67,25
43.5155,62.4294,10000,67,25
43.4766,68.2858,10000,72,25
43.7602,65.463,10000,71,25
43.6164,61.5959,10000,72,25
43.5905,59.3823,10000,67,25
43.712,70.8069,10000,66,25
43.9769,60.6546,10000,68,25
43.7628,67.2407,10000,72,25
44.3455,63.7488,10000,69,25
43.5223,61.6794,10000,72,25
43.5041,69.9361,10000,68,25
43.7117,73.8725,10000,72,25
43.447,67.8033,10000,66,25
44.0182,72.3447,10000,70,25
44.0524,66.5448,10000,67,25
43.7874,64.4099,10000,65,25
43.66,56.6226,10000,68,25
43.3699,70.9263,10000,70,24
43.88,64.5303,10000,65,25
44.5165,72.3751,10000,67,25
43.9375,71.3292,10000,66,25
43.7603,63.2706,10000,72,25
44.0791,62.6193,10000,66,25
43.4727,68.6176,10000,67,25
44.1101,70.6447,10000,71,25
44.5588,70.2868,10000,66,25
44.3766,67.0685,10000,62,25
43.7887,63.6417,10000,67,25
43.8419,63.7614,10000,67,25
44.2793,65.2573,10000,65,25
43.6425,62.1927,10000,66,25
44.1001,62.7163,10000,68,25
43.4631,73.6601,10000,68,25
44.0375,73.3081,10000,67,25
43.8403,60.279,10000,69,25
44.4892,60.1286,10000,66,25
43.6393,60.4569,10000,69,25
44.1621,60.738,10000,66,25
44.1476,70.5788,10000,72,25
44.3901,62.5856,10000,70,25
43.5458,65.1199,10000,71,25
44.1014,63.8606,10000,71,25
43.8341,70.007,10000,70,25
43.9149,63.8328,10000,75,25
44.553,61.1129,10000,68,25
43.5133,71.9148,10000,74,25
43.8489,68.4841,10000,72,25
44.0017,65.6489,10000,69,25
44.0414,60.1802,10000,78,25
43.6658,62.1587,10000,68,25
43.9142,70.8556,10000,63,25
44.5033,70.2604,10000,75,25
44.156,67.4477,10000,71,25
43.7371,70.2855,10000,73,25
44.0052,63.0555,10000,71,25
43.7773,66.8899,10000,72,25
44.2407,68.6285,10000,66,25
43.75,66.8908,10000,76,25
43.8075,69.7296,10000,70,25
43.8443,62.2058,10000,67,25
43.7664,67.1541,10000,71,25
44.4005,66.058,10000,68,25
44.3408,62.3747,10000,70,25
44.6486,71.2464,10000,69,25
44.3039,71.4491,10000,71,25
43.9553,68.9899,10000,69,25
43.9592,62.1513,10000,70,25
43.7442,64.0176,10000,68,25
44.044,66.093,10000,70,25
43.7944,60.8873,10000,70,25
43.9643,64.2675,10000,70,25
43.9637,62.6863,10000,64,25
43.7867,61.6137,10000,68,25
44.0573,62.5824,10000,67,25
44.1317,63.0821,10000,65,25
44.0474,67.0551,10000,71,25
43.994,62.215,10000,71,25
43.9253,70.9561,10000,68,25
44.1287,67.2286,10000,67,25
43.9682,75.2448,10000,69,25
43.8355,61.166,10000,72,25
44.2092,63.8286,10000,67,25
43.8415,68.5588,10000,75,25
43.4325,65.2619,10000,68,25
43.9345,74.9818,10000,70,25
44.8293,64.7963,10000,64,25
44.3142,69.564,10000,70,25
43.8006,66.968,10000,71,25
44.0987,68.2557,10000,68,25
44.1218,61.2679,10000,68,25
43.9295,64.9879,10000,71,25
43.8431,65.6446,10000,70,25
43.6868,69.3938,10000,76,25
43.9475,61.5059,10000,67,25
43.4912,71.9546,10000,71,25
44.4964,69.8046,10000,63,25
43.6119,59.5996,10000,69,25
43.8376,61.2988,10000,67,25
44.3231,57.4305,10000,69,25
43.7186,78.0574,10000,76,25
43.7399,74.4062,10000,66,25
43.6596,80.7431,10000,70,25
43.689,73.4616,10000,70,25
43.9069,61.9502,10000,65,25
43.6699,61.9808,10000,70,25
44.1353,72.2965,10000,71,25
43.3939,65.677,10000,67,25
44.0918,73.089,10000,65,25
43.7607,71.4887,10000,68,25
43.761,73.9514,10000,66,25
44.3265,71.5657,10000,69,25
44.1538,64.5557,10000,65,25
44.2792,60.9648,10000,70,25
43.8153,64.9735,10000,69,25
43.8609,66.957,10000,73,24
43.9243,62.3679,10000,71,25
44.4759,64.0408,10000,64,25
43.5535,72.0291,10000,75,25
43.7239,65.3468,10000,74,25
43.7086,66.4532,10000,68,25
43.8467,67.7899,10000,63,25
44.2264,62.0366,10000,69,25
43.8389,72.8039,10000,65,25
43.9877,59.2789,10000,70,25
43.7229,70.3278,10000,72,25
43.5072,59.3039,10000,76,25
44.1488,64.5773,10000,67,25
43.9339,63.4059,10000,69,25
43.7559,71.7059,10000,68,25
43.5661,73.0077,10000,66,25
44.0043,65.5702,10000,66,25
43.7886,61.0536,10000,67,25
43.9461,61.9336,10000,73,25
43.8833,61.2782,10000,68,25
43.97,67.4597,10000,69,25
44.0296,67.7657,10000,66,25
43.9924,65.8047,10000,72,25
43.4433,62.8451,10000,71,25
43.8603,65.8616,10000,68,25
43.7668,70.8066,10000,68,25
43.8679,66.7085,10000,67,25
43.3963,63.3854,10000,69,25
43.6678,66.4456,10000,70,25
44.3377,60.577,10000,65,25
44.0819,73.8455,10000,69,25
43.9096,66.5876,10000,71,25
44.2821,69.4935,10000,69,25
43.7543,63.167,10000,71,25
