F,t,#ev,,ap
47.8604,236.674,10000,60,25
48.4465,211.256,10000,57,25
47.8384,243.925,10000,59,25
48.9223,209.312,10000,59,25
48.5747,229.417,10000,57,25
48.8895,220.854,10000,56,25
48.3801,237.36,10000,58,25
49.5139,225.24,10000,57,25
47.1956,218.411,10000,59,25
47.2785,239.103,10000,58,25
49.4445,250.263,10000,59,25
48.988,217.051,10000,58,25
50.0405,210.348,10000,57,25
49.4469,231.968,10000,56,25
47.0974,213.13,10000,58,25
47.4058,251.441,10000,58,25
46.5737,229.48,10000,60,25
47.6976,223.679,10000,57,25
46.5844,226.128,10000,59,25
47.3028,224.843,10000,58,25
48.3831,224.523,10000,57,25
47.9781,232.009,10000,59,25
47.4232,207.9,10000,59,25
49.5468,228.49,10000,58,25
47.6367,204.576,10000,57,25
48.9615,215.234,10000,59,25
49.7904,223.028,10000,56,25
48.6718,232.71,10000,58,25
47.7918,211.712,10000,57,25
49.2186,248.03,10000,60,25
49.268,216.967,10000,59,25
49.9287,230.824,10000,58,25
49.3087,203.649,10000,57,25
48.3986,219.905,10000,60,25
48.678,235.47,10000,58,25
48.262,211.628,10000,59,25
47.9502,212.519,10000,59,25
48.8885,227.082,10000,59,25
47.5434,240.94,10000,60,25
47.3745,213.919,10000,59,25
48.5302,229.917,10000,62,25
50.2418,219.71,10000,57,25
48.9171,206.757,10000,58,25
48.975,225.683,10000,58,25
47.958,217.38,10000,58,25
48.7869,184.476,10000,58,25
48.1819,236.028,10000,59,25
48.4025,219.48,10000,58,25
47.9268,220.062,10000,57,25
50.3129,221.384,10000,58,25
48.6797,204.635,10000,59,25
48.7188,221.33,10000,60,25
49.7245,250.748,10000,59,25
48.7707,221.728,10000,61,25
49.1836,213.557,10000,57,25
50.1307,221.165,10000,59,25
48.3323,233.4,10000,58,25
47.645,212.922,10000,59,25
47.7004,210.265,10000,58,25
51.2026,246.271,10000,57,25
49.4634,202.014,10000,58,25
48.6806,209.476,10000,58,25
46.9751,215.28,10000,59,25
48.5011,242.271,10000,58,25
48.6549,224.95,10000,56,25
49.5688,214.466,10000,59,25
47.7178,214.782,10000,59,25
48.4304,235.341,10000,60,25
48.1528,235.967,10000,58,25
47.7791,235.737,10000,59,25
49.4071,232.363,10000,58,25
48.2648,239.958,10000,58,25
48.5828,223.84,10000,59,25
48.7666,223.465,10000,61,25
49.6584,215.941,10000,57,25
48.5888,207.05,10000,59,25
48.7775,218.391,10000,56,25
48.3208,228.697,10000,57,25
49.4276,201.487,10000,57,25
47.531,243.255,10000,59,25
47.2552,225.354,10000,58,25
49.181,231.998,10000,60,25
49.1935,224.791,10000,58,25
49.673,206.307,10000,56,25
47.9243,221.946,10000,59,25
47.8703,229.659,10000,58,25
47.1096,228.487,10000,59,25
47.852,209.529,10000,58,25
48.5334,256.506,10000,58,25
48.6663,218.345,10000,58,25
49.3274,226.217,10000,58,25
48.3792,229.876,10000,59,25
47.2278,235.452,10000,57,25
47.5662,227.307,10000,58,25
48.2423,234.174,10000,58,25
49.6013,258.538,10000,60,25
46.6834,223.116,10000,59,25
47.1737,219.81,10000,59,25
47.483,233.453,10000,58,25
48.0942,249.201,10000,57,25
48.0082,212.937,10000,59,25
48.6201,200.968,10000,59,25
47.493,227.488,10000,59,25
49.1744,239.791,10000,59,25
47.6876,227.174,10000,59,25
48.2606,238.528,10000,58,25
47.7175,229.342,10000,60,25
47.4623,205.455,10000,61,25
47.747,229.551,10000,58,25
46.5047,221.788,10000,57,25
47.6233,245.07,10000,58,25
49.2284,227.376,10000,60,25
49.8093,191.599,10000,58,25
47.2908,222.402,10000,58,25
47.7227,264.782,10000,60,25
47.4503,221.555,10000,58,25
48.0857,199.108,10000,58,25
48.4571,227.229,10000,60,25
48.9898,237.591,10000,59,25
47.4394,238.346,10000,61,25
47.226,248.864,10000,59,25
47.8104,208.835,10000,60,25
48.6607,249.239,10000,59,25
50.2959,213.097,10000,58,25
49.763,223.068,10000,58,25
48.9397,211.124,10000,61,25
48.5388,255.282,10000,60,25
47.3627,242.138,10000,59,25
48.4081,233.744,10000,60,25
47.9235,240.22,10000,60,25
47.0937,216.891,10000,59,25
48.0752,223.917,10000,61,25
47.6758,216.25,10000,60,25
49.3746,221.37,10000,59,25
47.5988,211.411,10000,60,25
46.9149,223.546,10000,60,25
49.0063,223.004,10000,60,25
47.523,245.866,10000,61,25
49.8756,252.279,10000,58,25
46.7282,240.596,10000,60,25
47.8307,219.909,10000,60,25
47.5161,226.401,10000,59,25
46.9883,234.625,10000,60,25
49.4152,232.273,10000,59,25
48.7235,264.273,10000,59,25
48.8646,189.923,10000,57,25
48.8559,230.912,10000,59,25
48.1668,241.978,10000,59,25
47.4759,230.646,10000,58,25
48.823,237.13,10000,60,25
48.5206,238.559,10000,57,25
48.3824,228.833,10000,60,25
48.8489,220.054,10000,60,25
47.4691,239.377,10000,63,25
49.566,245.281,10000,60,25
46.9388,222.684,10000,61,25
46.3392,230.461,10000,60,25
47.5296,228.252,10000,60,25
48.2144,241.631,10000,60,25
47.2409,225.082,10000,61,25
48.1914,247.557,10000,57,25
48.8494,211.888,10000,58,25
48.4859,246.135,10000,60,25
48.358,249.19,10000,59,25
47.9313,227.653,10000,58,25
50.4717,210.014,10000,58,25
47.4563,226.117,10000,59,25
48.089,213.654,10000,58,25
47.4889,246.93,10000,60,25
48.5015,235.142,10000,58,25
48.0928,240.544,10000,59,25
48.1445,239.485,10000,59,25
46.8782,219.875,10000,61,25
47.3507,237.825,10000,59,25
48.4617,228.579,10000,60,25
48.3067,217.123,10000,61,25
47.8831,236.498,10000,59,25
48.0247,239.07,10000,60,25
48.232,232.738,10000,57,25
48.1759,213.408,10000,61,25
48.4789,203.425,10000,60,25
46.9966,221.222,10000,58,25
47.2183,219.786,10000,58,25
47.7434,220.191,10000,56,25
46.5011,249.634,10000,57,25
47.7347,259.811,10000,61,25
46.9999,238.492,10000,59,25
47.4287,235.506,10000,60,25
47.4505,228.694,10000,58,25
46.2187,218.524,10000,58,25
46.3274,224.053,10000,58,25
47.635,233.451,10000,59,25
47.1679,225.922,10000,59,25
47.0042,237.581,10000,58,25
47.5505,235.685,10000,60,25
47.0939,222.328,10000,57,25
46.6851,228.449,10000,59,25
48.4134,248.139,10000,61,25
46.8383,221.169,10000,57,25
47.6055,229.036,10000,57,25
46.7395,229.988,10000,58,25
48.9714,234.022,10000,59,25
48.1014,213.673,10000,58,25
46.8542,204.271,10000,57,25
47.0054,231.719,10000,59,25
47.7316,250.151,10000,58,25
49.7788,203.329,10000,59,25
47.3814,219.751,10000,60,25
47.2151,219.556,10000,57,25
48.9653,226.132,10000,59,25
47.4996,217.621,10000,61,25
48.5582,231.298,10000,58,25
49.7319,236.045,10000,57,25
47.145,229.72,10000,62,25
49.0579,241.722,10000,58,25
48.2096,231.201,10000,58,25
48.0603,232.76,10000,58,25
47.1495,248.004,10000,60,25
48.407,212.689,10000,58,25
49.8685,226.75,10000,57,25
48.58,220.527,10000,59,25
48.6483,219.033,10000,59,25
47.3299,251.017,10000,61,25
48.113,232.536,10000,59,25
46.8254,239.705,10000,60,25
47.307,231.052,10000,59,25
48.4206,206.341,10000,56,25
47.3164,237.945,10000,60,25
49.7379,218.857,10000,55,25
50.2064,248.204,10000,60,25
50.3611,236.184,10000,59,25
50.1487,206.437,10000,58,25
48.9615,240.958,10000,58,25
48.3528,212.177,10000,59,25
48.394,221.612,10000,60,25
47.2015,224.766,10000,60,25
48.2451,234.707,10000,59,25
50.0176,214.635,10000,58,25
47.5001,229.296,10000,58,25
47.0781,235.229,10000,60,25
50.1519,227.699,10000,58,25
49.1152,231.427,10000,58,25
49.5088,253.183,10000,57,25
50.023,243.639,10000,58,25
48.4183,241.808,10000,61,25
47.9031,251.607,10000,60,25
48.0969,211.742,10000,58,25
49.1356,236.734,10000,58,25
48.5454,234.365,10000,59,25
49.0471,227.504,10000,57,25
49.8631,227.406,10000,60,25
48.7541,240.244,10000,62,25
