F,t,#ev,,ap
48.339,236.963,10000,59,25
48.6736,236.852,10000,59,25
47.4627,248.54,10000,60,25
48.9397,249.501,10000,61,25
47.7477,212.38,10000,58,25
49.1254,232.119,10000,58,25
48.2343,262.409,10000,61,25
47.1994,263.64,10000,58,25
51.1698,234.528,10000,58,25
46.8576,221.469,10000,58,25
46.2894,241.532,10000,57,25
46.8425,230.612,10000,57,25
48.5637,249.272,10000,59,25
48.9576,217.768,10000,60,25
46.6627,242.117,10000,59,25
48.6781,251.592,10000,58,25
49.0594,227.917,10000,56,25
47.1613,233.77,10000,57,25
48.0432,227.9,10000,57,25
49.0006,252.068,10000,59,25
48.7698,233.45,10000,58,25
47.5539,238.025,10000,59,25
48.1277,187.42,10000,57,25
47.5135,257.481,10000,60,25
47.4336,232.549,10000,59,25
47.9348,220.165,10000,59,25
47.04,236.408,10000,59,25
46.6304,219.382,10000,58,25
47.3466,210.27,10000,57,25
46.0047,247.638,10000,60,25
50.3051,225.088,10000,58,25
48.2094,231.256,10000,57,25
47.7307,220.512,10000,59,25
47.1934,219.539,10000,59,25
48.5795,208.619,10000,58,25
47.673,210.992,10000,59,25
47.1572,236.763,10000,63,25
47.874,215.864,10000,59,25
49.723,231.012,10000,57,25
46.875,255.754,10000,59,25
46.5729,225.405,10000,58,25
48.7619,237.376,10000,58,25
48.6254,239.491,10000,60,25
48.9854,227.358,10000,61,25
48.2007,227.265,10000,58,25
49.111,234.297,10000,61,25
47.3257,258.044,10000,57,25
48.9251,201.469,10000,57,25
47.8404,223.063,10000,58,25
48.2555,236.386,10000,59,25
48.6524,256.593,10000,58,25
49.1864,241.19,10000,60,25
48.6584,235.602,10000,60,25
47.1817,221.12,10000,59,25
49.8568,247.87,10000,58,25
48.7992,229.103,10000,58,25
49.5839,226.106,10000,58,25
48.4051,210.601,10000,58,25
47.6275,243.434,10000,58,25
48.656,235.422,10000,59,25
47.5844,260.635,10000,59,25
48.2871,238.981,10000,59,25
47.791,229.172,10000,59,25
49.2934,231.681,10000,59,25
47.5735,236.169,10000,61,25
47.5242,225.054,10000,59,25
48.9811,203.598,10000,59,25
48.3323,233.643,10000,60,25
48.6616,234.797,10000,57,25
47.5504,234.918,10000,60,25
46.8896,205.614,10000,58,25
47.9,245.103,10000,60,25
47.494,236.794,10000,60,25
47.9801,227.87,10000,60,25
49.4803,218.862,10000,58,25
48.9979,233.914,10000,61,25
48.5365,248.61,10000,59,25
49.8853,220.477,10000,58,25
46.5312,217.134,10000,58,25
48.1028,223.9,10000,59,25
48.3485,241.752,10000,58,25
49.1619,214.995,10000,58,25
47.7811,201.787,10000,60,25
48.9182,225.638,10000,61,25
48.5173,219.887,10000,61,25
48.1356,246.792,10000,59,25
47.4185,244.2,10000,59,25
50.0218,241.999,10000,58,25
48.9407,219.214,10000,58,25
49.436,233.887,10000,59,25
47.6818,220.734,10000,61,25
46.372,205.603,10000,59,25
48.8988,228.262,10000,60,25
48.6623,220.319,10000,58,25
48.4695,215.769,10000,60,25
47.9394,220.319,10000,61,25
48.9265,227.571,10000,60,25
46.5018,253.899,10000,61,25
48.076,254.644,10000,61,25
47.7594,226.656,10000,58,25
46.7787,229.682,10000,58,25
48.1623,251.608,10000,60,25
47.5885,238.662,10000,59,25
47.6178,204.4,10000,59,25
47.5665,220.454,10000,60,25
47.8372,224.502,10000,60,25
48.9679,219.08,10000,56,25
46.8691,230.448,10000,59,25
49.2168,245.33,10000,57,25
48.7505,271.831,10000,61,25
47.8838,228.75,10000,58,25
48.5277,247.789,10000,59,25
47.069,212.706,10000,60,25
47.4837,247.801,10000,60,25
47.9111,236.164,10000,61,25
46.9939,220.814,10000,61,25
49.4799,225.893,10000,58,25
48.4331,246.906,10000,60,25
47.0792,230.726,10000,59,25
47.5982,239.241,10000,60,25
48.208,229.822,10000,61,25
47.8312,248.977,10000,60,25
47.174,232.234,10000,62,25
47.7992,240.174,10000,57,25
48.4944,259.031,10000,60,25
49.0502,246.455,10000,58,25
47.9872,235.81,10000,61,25
47.9938,209.926,10000,59,25
46.6667,244.299,10000,59,25
47.1701,267.271,10000,59,25
47.0279,226.953,10000,59,25
48.4272,241.578,10000,58,25
46.9338,235.96,10000,60,25
49.8571,224.554,10000,58,25
47.5739,244.651,10000,58,25
49.0865,233.315,10000,59,25
46.9972,222.894,10000,57,25
48.1648,232.825,10000,59,25
47.9624,214.208,10000,57,25
47.7911,234.833,10000,61,25
47.5559,210.216,10000,58,25
48.2809,226.489,10000,60,25
46.3792,222.634,10000,60,25
48.0629,245.845,10000,60,25
48.0524,209.864,10000,60,25
47.5765,236.885,10000,60,25
47.2629,228.456,10000,60,25
47.7582,233.737,10000,58,25
46.9737,224.466,10000,59,25
47.8256,261.664,10000,59,25
47.4932,225.322,10000,58,25
47.1814,238.199,10000,58,25
47.3612,240.553,10000,60,25
47.7913,226.452,10000,58,25
47.6818,247.563,10000,60,25
47.6419,238.273,10000,62,25
47.6503,211.977,10000,60,25
50.3512,233.223,10000,57,25
47.9496,250.538,10000,60,25
47.2515,262.949,10000,60,25
47.548,227.121,10000,58,25
48.1534,230.709,10000,58,25
47.1793,237.995,10000,58,25
47.3716,229.465,10000,60,25
47.8161,222.474,10000,57,25
47.2452,265.356,10000,61,25
46.875,233.234,10000,58,25
46.3465,253.096,10000,58,25
47.5626,223.888,10000,58,25
47.6413,253.503,10000,62,25
47.4262,229.278,10000,58,25
46.4466,244.075,10000,59,25
46.9291,185.881,10000,60,25
48.5995,291.631,10000,62,25
48.4972,213.919,10000,58,25
47.4771,222.898,10000,60,25
47.1244,245.941,10000,61,25
46.4306,219.042,10000,59,25
46.5721,239.331,10000,59,25
48.2111,244.527,10000,61,25
46.287,238.266,10000,60,25
47.4034,243.174,10000,58,25
46.1472,211.891,10000,61,25
47.446,227.466,10000,58,25
48.3331,239.639,10000,61,25
48.4518,212.933,10000,58,25
47.2706,241.839,10000,59,25
48.1236,248.583,10000,58,25
46.9627,243.974,10000,60,25
47.8304,249.715,10000,61,25
47.085,239.445,10000,57,25
47.1935,248.992,10000,57,25
48.1633,223.292,10000,56,25
48.0529,224.225,10000,59,25
47.134,274.635,10000,58,25
47.1121,219.257,10000,60,25
46.3877,241.361,10000,60,25
48.0684,248.236,10000,58,25
47.0482,235.066,10000,58,25
47.1904,239.439,10000,61,25
49.0942,237.616,10000,57,25
48.588,223.339,10000,59,25
48.9437,190.327,10000,58,25
47.4584,232.67,10000,60,25
47.4994,235.679,10000,60,25
48.5292,233.93,10000,59,25
48.4292,237.537,10000,58,25
47.9348,252.827,10000,58,25
46.8666,231.163,10000,59,25
48.0938,236.197,10000,60,25
47.4003,223.68,10000,60,25
48.2245,232.45,10000,58,25
46.3561,252.773,10000,60,25
47.0678,232.836,10000,59,25
49.2485,253.604,10000,60,25
48.1199,234.608,10000,60,25
47.4288,249.756,10000,58,25
48.2145,215.302,10000,60,25
48.1778,249.761,10000,59,25
48.4857,230.404,10000,59,25
49.487,253.891,10000,57,25
48.0925,229.535,10000,58,25
47.5395,218.146,10000,58,25
47.8809,224.292,10000,59,25
47.2785,249.798,10000,57,25
48.6288,217.504,10000,57,25
48.8995,233.135,10000,57,25
47.2856,256.995,10000,59,25
47.3207,234.995,10000,56,25
47.096,239.953,10000,62,25
49.5073,230.431,10000,57,25
48.0497,225.258,10000,58,25
48.9403,201.002,10000,56,25
47.3548,235.937,10000,59,25
48.0209,250.251,10000,60,25
47.5434,251.528,10000,60,25
50.0756,242.579,10000,58,25
47.457,229.459,10000,59,25
47.3741,267.25,10000,60,25
48.1838,250.429,10000,59,25
51.1356,226.481,10000,58,25
47.8686,250.233,10000,58,25
48.4905,232.251,10000,58,25
49.2188,244.743,10000,58,25
48.1322,258.19,10000,63,25
49.4487,212.194,10000,58,25
50.169,234.744,10000,58,25
49.8861,226.619,10000,59,25
48.3846,251.681,10000,58,25
48.0054,258.315,10000,59,25
48.3058,223.392,10000,58,25
48.0606,237.794,10000,59,25
48.9176,225.08,10000,57,25
49.0561,246.978,10000,61,25
49.044,230.813,10000,57,25
52.8833,227.893,10000,56,25
49.9187,231.419,10000,57,25
49.1041,231.847,10000,58,25
47.6117,250.911,10000,59,25
47.9264,265.796,10000,58,25
47.4365,235.237,10000,57,25
49.6536,221.882,10000,58,25
49.0868,215.878,10000,59,25
49.0192,240.696,10000,58,25
49.6674,226.177,10000,59,25
47.6917,238.66,10000,61,25
49.3336,221.789,10000,57,25
48.5943,232.921,10000,60,25
48.3704,236.948,10000,60,25
48.5957,230.261,10000,61,25
50.1405,221.046,10000,59,25
49.7382,235.604,10000,58,25
49.9179,234.887,10000,59,25
50.417,235.224,10000,58,25
48.7977,240.857,10000,61,25
49.4747,233.374,10000,60,25
50.0207,228.312,10000,60,25
50.2946,238.554,10000,59,25
48.3789,254.057,10000,61,25
49.7566,220.641,10000,58,25
49.5931,221.204,10000,57,25
50.2323,251.988,10000,58,25
50.5313,234.944,10000,58,25
48.5763,246.512,10000,61,25
51.79,229.506,10000,55,25
50.4354,237.182,10000,58,25
50.9207,262.399,10000,59,25
49.314,251.783,10000,58,25
48.0846,234.161,10000,58,25
49.3459,227.662,10000,58,25
49.9551,221.666,10000,58,25
49.126,239.207,10000,60,25
49.3946,176.759,10000,59,25
49.4794,227.334,10000,59,25
50.1158,221.656,10000,59,25
47.5332,238.695,10000,61,25
49.0944,224.709,10000,58,25
50.4116,238.491,10000,57,25
48.3138,241.321,10000,60,25
49.2838,223.93,10000,61,25
49.4705,236.938,10000,60,25
50.1207,263.474,10000,58,25
50.8504,226.148,10000,58,25
48.5894,223.408,10000,58,25
48.7436,225.416,10000,60,25
48.4563,249.908,10000,61,25
49.6034,223.666,10000,57,25
47.0868,245.766,10000,61,25
51.4474,217.319,10000,58,25
48.4985,266.104,10000,59,25
48.9807,233.797,10000,58,25
49.2019,246.022,10000,56,25
48.4089,210.046,10000,58,25
49.4797,230.327,10000,62,25
48.372,223.045,10000,58,25
48.1793,246.742,10000,58,25
48.2253,238.829,10000,59,25
47.9265,222.611,10000,59,25
48.0125,249.873,10000,60,25
49.8225,219.466,10000,62,25
50.2298,241.495,10000,58,25
49.6802,241.433,10000,59,25
47.7841,212.69,10000,60,25
48.3114,233.229,10000,60,25
50.9701,236.561,10000,59,25
49.0896,239.769,10000,58,25
50.613,217.101,10000,56,25
48.7276,225.993,10000,60,25
49.1657,236.74,10000,58,25
48.1237,233.433,10000,61,25
48.4521,217.645,10000,59,25
50.0625,244.596,10000,58,25
48.9443,242.876,10000,61,25
48.795,236.684,10000,58,25
47.4411,242.193,10000,60,25
47.9246,220.291,10000,59,25
46.8503,238.814,10000,60,25
50.1681,252.957,10000,59,25
47.5023,225.829,10000,61,25
47.2215,241.246,10000,61,25
46.4975,213.868,10000,60,25
47.8288,251.211,10000,58,25
46.4398,230.834,10000,59,25
47.0702,242.523,10000,61,25
48.3772,227.226,10000,57,25
46.9605,238.105,10000,59,25
47.0093,214.243,10000,60,25
48.2588,224.627,10000,59,25
47.3513,227.42,10000,58,25
46.9508,233.425,10000,62,25
47.9251,204.584,10000,59,25
47.8653,222.771,10000,58,25
48.8999,144.781,10000,59,25
47.7478,226.783,10000,59,25
47.3085,238.807,10000,60,25
47.8063,256.05,10000,61,25
48.182,221.545,10000,58,25
48.7998,220.676,10000,59,25
48.3247,236.362,10000,59,25
48.133,227.51,10000,60,25
47.9994,224.017,10000,59,25
47.3497,219.203,10000,60,25
47.5262,232.745,10000,60,25
47.7085,222.784,10000,58,25
47.9801,227.095,10000,60,25
47.2207,216.557,10000,60,25
48.6826,212.422,10000,58,25
47.7312,228.63,10000,61,25
48.1845,234.254,10000,61,25
48.0141,206.008,10000,58,25
48.4726,249.813,10000,59,25
48.1124,244.258,10000,58,25
46.8474,222.912,10000,58,25
47.4709,246.815,10000,60,25
49.5801,229.414,10000,57,25
47.06,231.209,10000,60,25
48.0485,213.158,10000,59,25
48.3455,240.158,10000,59,25
48.1651,232.391,10000,57,25
48.4984,233.831,10000,60,25
48.8963,229.57,10000,58,25
48.6251,213.651,10000,58,25
47.4527,204.368,10000,59,25
47.6091,234.808,10000,60,25
47.5556,235.545,10000,60,25
49.4961,235.766,10000,59,25
47.1606,223.027,10000,59,25
48.6936,230.444,10000,58,25
48.6897,245.412,10000,60,25
47.2932,237.847,10000,61,25
47.5009,221.889,10000,59,25
48.0248,215.817,10000,60,25
47.6684,231.635,10000,59,25
46.7513,250.345,10000,59,25
47.3297,247.169,10000,61,25
46.2215,226.852,10000,59,25
45.8867,230.455,10000,58,25
47.4868,245.004,10000,61,25
46.7435,230.585,10000,60,25
47.5842,235.342,10000,58,25
48.5448,227.377,10000,58,25
47.026,225.049,10000,59,25
46.3833,227.426,10000,58,25
47.2278,231.111,10000,60,25
47.6465,239.001,10000,57,25
48.035,207.01,10000,58,25
48.3351,249.234,10000,60,25
46.905,240.797,10000,59,25
49.1804,243.453,10000,57,25
47.4768,242.827,10000,62,25
47.1287,258.998,10000,60,25
48.0564,214.159,10000,59,25
47.9734,210.949,10000,59,25
50.2021,244.485,10000,60,25
48.3328,244.516,10000,59,25
49.766,215.368,10000,59,25
47.013,248.221,10000,60,25
47.1727,247.862,10000,60,25
47.8756,251.308,10000,60,25
47.5779,223.176,10000,60,25
