F,t,#ev,,ap
43.4851,64.3272,10000,68,25
43.6778,67.6503,10000,66,25
43.5879,63.4258,10000,68,25
43.4477,58.3007,10000,71,25
43.3827,58.6274,10000,72,25
43.344,68.2875,10000,69,25
43.5885,59.1838,10000,67,25
43.2054,71.0889,10000,67,25
43.3234,59.8528,10000,69,25
43.6674,65.2207,10000,69,25
44.0854,67.1896,10000,67,25
43.548,62.5243,10000,72,25
43.6657,70.1956,10000,70,25
43.3231,62.2031,10000,69,25
43.6061,63.2173,10000,72,25
43.3935,67.1549,10000,69,25
44.1864,69.3543,10000,64,25
43.7458,57.3983,10000,68,25
43.3702,62.2871,10000,74,25
43.4595,62.8218,10000,67,25
43.4732,70.5409,10000,67,25
43.6765,64.9866,10000,67,23
43.7349,61.4955,10000,70,25
43.392,69.2547,10000,67,25
43.4525,64.1582,10000,67,25
43.5016,63.2294,10000,70,25
44.0216,60.1503,10000,64,25
43.538,66.1887,10000,67,25
43.4342,60.545,10000,68,25
43.4818,66.6895,10000,64,25
43.6095,64.0871,10000,66,25
43.4247,64.6925,10000,68,25
44.0207,60.471,10000,64,25
43.6106,63.4268,10000,68,25
43.4335,71.1314,10000,68,25
43.6412,63.5659,10000,69,25
43.6696,70.7048,10000,69,25
43.4859,59.6011,10000,63,25
43.9597,62.9557,10000,66,25
43.318,62.8896,10000,67,25
43.5635,68.464,10000,69,25
43.755,64.0261,10000,64,25
43.5159,69.6547,10000,66,25
43.5419,62.8634,10000,67,25
43.4338,65.627,10000,65,25
44.23,68.4678,10000,62,25
43.4311,63.4127,10000,66,25
43.73,67.1336,10000,69,25
43.377,65.5803,10000,68,25
43.8898,64.5271,10000,63,25
43.3592,72.2599,10000,74,24
43.328,64.1628,10000,76,25
43.5256,67.5217,10000,72,25
43.9039,66.4875,10000,71,25
43.6566,72.5115,10000,68,25
43.473,74.7906,10000,71,25
43.7338,65.1444,10000,67,25
44.0268,71.5612,10000,72,25
43.8507,62.9629,10000,64,25
43.691,70.3603,10000,72,25
44.1038,63.791,10000,68,25
43.7492,72.4467,10000,66,25
43.8028,58.3172,10000,70,25
44.0775,63.0926,10000,66,25
43.6456,63.2397,10000,68,25
43.7415,74.132,10000,68,25
43.8155,69.064,10000,67,25
