F,t,#ev,,ap
47.8604,235.182,10000,60,25
48.4465,222.79,10000,57,25
47.8384,246.027,10000,59,25
49.169,225.132,10000,59,25
48.5747,213.503,10000,57,25
47.5483,214.667,10000,57,25
48.3801,206.441,10000,58,25
49.5139,229.924,10000,57,25
47.1956,238.837,10000,59,25
47.5868,231.43,10000,57,25
48.8188,229.416,10000,60,25
48.3631,235.532,10000,59,25
50.0405,216.54,10000,57,25
49.8754,241.036,10000,55,25
47.0974,223.878,10000,59,25
47.4058,238.948,10000,58,25
46.5737,217,10000,60,25
47.6976,217.113,10000,57,25
46.5844,240.698,10000,59,25
47.3028,227.298,10000,58,25
49.2723,269.896,10000,58,25
47.9781,216.085,10000,59,25
47.4232,209.386,10000,59,25
49.2749,231.395,10000,58,25
47.6367,231.008,10000,57,25
48.9615,230.705,10000,59,25
49.7904,206.682,10000,56,25
48.6718,242.415,10000,58,25
47.7918,218.086,10000,58,25
49.2186,256.81,10000,60,25
49.268,217.718,10000,59,25
49.9287,229.627,10000,58,25
49.3087,212.191,10000,57,25
48.3986,215.12,10000,60,25
48.678,222.078,10000,59,25
48.2029,209.43,10000,59,25
47.9502,226.148,10000,59,25
48.8885,233.767,10000,59,25
47.5434,238.697,10000,60,25
47.3745,221.386,10000,59,25
48.5331,238.795,10000,58,25
50.4956,208.839,10000,59,25
48.9171,222,10000,58,25
48.975,227.094,10000,58,25
47.958,241.771,10000,58,25
48.7869,214.98,10000,58,25
48.1819,244.376,10000,59,25
48.4025,232.909,10000,58,25
47.9268,223.757,10000,57,25
50.3129,224.655,10000,57,25
48.6797,231.085,10000,59,25
48.7188,223.666,10000,60,25
50.1452,217.107,10000,59,25
48.7707,229.359,10000,61,25
49.1836,216.137,10000,57,25
49.4075,189.866,10000,61,25
48.3228,219.943,10000,59,25
47.645,212.01,10000,59,25
47.3535,216.703,10000,59,25
51.2026,221.219,10000,57,25
48.5519,210.58,10000,58,25
48.6806,220.298,10000,58,25
46.9751,217.83,10000,59,25
48.5011,255.354,10000,58,25
48.6549,201.936,10000,56,25
49.5688,221.01,10000,59,25
47.7178,221.645,10000,59,25
48.4304,222.343,10000,60,25
47.997,230.197,10000,58,25
47.7791,215.033,10000,59,25
49.1077,221.708,10000,60,25
49.3371,210.41,10000,58,25
48.0539,231.23,10000,60,25
48.9435,240.472,10000,61,25
49.6584,215.251,10000,58,25
48.5888,223.045,10000,59,25
47.1783,212.781,10000,59,25
47.9699,235.328,10000,59,25
48.3526,207.432,10000,58,25
46.8304,242.843,10000,59,25
47.007,229.406,10000,58,25
49.181,220.407,10000,59,25
49.1935,178.784,10000,58,25
49.673,204.951,10000,56,25
47.9243,229.421,10000,59,25
47.8703,237.862,10000,58,25
47.1096,226.98,10000,59,25
47.852,205.484,10000,58,25
48.8944,252.447,10000,59,25
48.6663,222.418,10000,58,25
49.4673,219.702,10000,58,25
48.7942,237.192,10000,59,25
47.2278,236.268,10000,59,25
47.0179,239.033,10000,59,25
48.3213,241.961,10000,58,25
49.5146,214.38,10000,59,25
46.6834,220.809,10000,59,25
47.1737,236.034,10000,59,25
47.3953,231.406,10000,60,25
48.1485,241.528,10000,58,25
48.0082,211.485,10000,59,25
48.6201,205.378,10000,59,25
47.759,222.837,10000,60,25
49.1744,223.96,10000,61,25
47.6876,235.053,10000,59,25
