F,t,#ev,,ap
46.6248,245.705,10000,66,25
47.403,246.423,10000,64,25
49.0611,248.572,10000,61,25
48.4054,249.478,10000,62,25
46.2937,250.197,10000,64,25
47.4508,247.275,10000,64,25
48.0679,261.324,10000,60,25
46.9177,250.935,10000,62,25
46.6243,241.172,10000,63,25
47.0385,253.55,10000,62,25
46.9652,263.738,10000,62,25
45.9386,241.956,10000,63,25
46.243,250.969,10000,64,25
46.3566,266.815,10000,61,25
47.7213,241.352,10000,65,25
47.1927,252.27,10000,63,25
47.4032,264.642,10000,63,25
47.5074,262.332,10000,63,25
47.4929,256.608,10000,63,25
46.8105,220.29,10000,63,25
45.355,284.953,10000,65,25
47.5702,254.755,10000,63,25
48.0164,223.44,10000,62,25
47.7115,251.874,10000,64,25
46.9032,246.97,10000,65,25
47.3084,245.518,10000,63,25
46.4491,254.716,10000,60,25
46.5161,253.112,10000,64,25
46.7377,256.711,10000,62,25
46.7616,240.112,10000,64,25
48.6926,257.441,10000,62,25
48.9023,268.852,10000,63,25
47.3604,239.34,10000,63,25
46.7872,271.992,10000,63,25
48.2551,246.393,10000,63,25
46.7166,245.406,10000,64,25
46.3764,254.926,10000,65,25
47.4836,251.96,10000,62,25
47.816,231.32,10000,63,25
47.5432,255.994,10000,63,25
46.8145,271.27,10000,65,25
46.4384,251.556,10000,66,25
46.0075,265.502,10000,64,25
46.7282,271.739,10000,59,25
47.0158,247.973,10000,66,25
47.0125,251.231,10000,62,25
47.5813,271.418,10000,65,25
46.6907,261.853,10000,65,25
48.5813,279.891,10000,64,25
48.2746,284.418,10000,65,25
48.0459,266.566,10000,64,25
46.6603,235.819,10000,67,25
47.5087,212.96,10000,63,25
47.6,251.454,10000,63,25
47.7712,290.268,10000,64,25
47.0868,268.628,10000,62,25
48.5793,285.396,10000,61,25
47.0664,281.238,10000,64,25
47.3557,247.629,10000,62,25
47.4194,256.902,10000,63,25
46.3776,241.522,10000,66,25
47.6543,270.418,10000,65,25
47.563,253.905,10000,66,25
47.8139,248.71,10000,63,25
46.6579,245.301,10000,66,25
46.9291,247.476,10000,62,25
47.8989,260.66,10000,65,25
47.492,250.439,10000,61,25
46.7422,259.1,10000,68,25
49.6511,279.853,10000,62,25
47.7559,254.819,10000,64,25
47.4397,245.65,10000,62,25
47.8501,266.7,10000,66,25
48.5176,249.836,10000,64,25
47.6096,234.244,10000,63,25
47.8909,262.354,10000,61,25
47.5394,263.571,10000,64,25
48.6979,270.44,10000,63,25
46.8952,265.863,10000,66,25
47.787,244.783,10000,66,25
47.0017,224.352,10000,64,25
48.6138,247.738,10000,63,25
47.7004,191.498,10000,63,25
47.5619,248.288,10000,64,25
46.5606,251.989,10000,63,25
46.3156,256.823,10000,64,25
47.497,267.913,10000,65,25
46.3841,249.067,10000,67,25
48.3059,251.085,10000,63,25
47.9365,260.511,10000,62,25
49.2409,253.091,10000,60,25
48.3245,276.85,10000,65,25
48.8578,262.718,10000,65,25
47.6984,276.115,10000,62,25
47.688,267.411,10000,67,25
48.4697,247.311,10000,65,25
49.0775,254.304,10000,61,25
48.2043,258.772,10000,63,25
46.8392,263.285,10000,65,25
47.6512,262.875,10000,62,25
48.0049,271.626,10000,63,25
48.7519,263.318,10000,61,25
48.8225,266.038,10000,67,25
48.7876,286.897,10000,65,25
49.7648,253.782,10000,61,25
49.678,266.945,10000,61,25
48.2851,272.347,10000,65,25
49.0696,270.91,10000,62,25
46.4743,251.454,10000,67,25
47.1506,264.66,10000,63,25
47.5562,230.049,10000,63,25
47.3775,247.867,10000,64,25
47.5362,223.835,10000,64,25
47.0444,251.362,10000,64,25
46.424,249.188,10000,65,25
48.6641,246.806,10000,62,25
47.4562,269.368,10000,66,25
49.1804,250.872,10000,63,25
49.6621,269.655,10000,62,25
46.8872,257.825,10000,67,25
47.0943,263.754,10000,65,25
47.1448,263.558,10000,65,25
48.134,253.059,10000,65,25
47.9102,259.92,10000,62,25
47.4943,264.821,10000,63,25
46.7249,259.5,10000,66,25
48.0748,252.522,10000,61,25
47.3259,281.12,10000,65,25
47.4221,260.827,10000,61,25
47.0324,270.686,10000,63,25
47.4574,262.099,10000,63,25
45.7142,243.1,10000,63,25
48.1268,254.467,10000,63,25
46.5801,259.254,10000,65,25
46.946,276.981,10000,62,25
47.2754,247.11,10000,62,25
47.6006,246.256,10000,66,25
46.8374,247.476,10000,63,25
48.8256,251.842,10000,64,25
48.6953,235.017,10000,62,25
46.9705,257.671,10000,64,25
46.9399,248.513,10000,63,25
47.7793,246.222,10000,65,25
48.0591,258.816,10000,64,25
47.0798,266.899,10000,66,25
48.2874,244.956,10000,63,25
47.7924,238.554,10000,63,25
48.6746,272.233,10000,62,25
46.9172,248.025,10000,61,25
48.2312,266.351,10000,62,25
47.0697,261.419,10000,61,25
47.6648,248.13,10000,65,25
47.6104,260.196,10000,61,25
48.0878,261.249,10000,61,25
47.6748,260.695,10000,63,25
48.0891,252.724,10000,64,25
46.97,255.34,10000,63,25
47.8874,267.013,10000,63,25
49.0464,257.182,10000,63,25
47.713,274.67,10000,64,25
47.9496,234.449,10000,65,25
48.9107,244.261,10000,61,25
47.735,257.128,10000,62,25
48.813,258.873,10000,64,25
47.3692,244.386,10000,65,25
46.9046,260.832,10000,66,25
47.5422,267.504,10000,65,25
48.6338,245.082,10000,61,25
48.2133,269.098,10000,62,25
48.6811,252.167,10000,61,25
48.6335,241.94,10000,62,25
46.8801,259.274,10000,63,25
47.694,200.029,10000,63,25
47.3101,260.357,10000,64,25
48.8603,240.156,10000,62,25
48.0364,251.798,10000,62,25
46.3045,266.076,10000,66,25
47.414,268.035,10000,60,25
46.8055,260.785,10000,61,25
49.2329,254.13,10000,62,25
46.6417,234.519,10000,61,25
46.5079,239.367,10000,65,25
47.4024,260.49,10000,65,25
47.7765,266.592,10000,61,25
46.6829,244.208,10000,64,25
47.2344,257.868,10000,66,25
47.1745,252.726,10000,63,25
47.204,252.857,10000,63,25
47.3044,271.559,10000,65,25
47.9778,250.161,10000,61,25
48.0464,268.427,10000,62,25
47.93,248.933,10000,60,25
47.8329,264.675,10000,63,25
46.6923,260.113,10000,65,25
47.5502,261.558,10000,63,25
46.7489,244.721,10000,62,25
47.3752,265.622,10000,62,25
47.1181,285.547,10000,63,25
47.4514,261.41,10000,66,25
46.504,260.118,10000,63,25
47.4403,231.075,10000,62,25
47.2606,242.469,10000,62,25
