150,0
149,0
148,0
147,0
146,0
145,0
144,0
143,0
142,0
141,0
140,0
139,0
138,0
137,0
136,0
135,0
134,0
133,0
132,0
131,0
130,0
129,0
128,0
127,0
126,0
125,0
124,0
123,0
122,0
121,0
120,0
119,0
118,0
117,0
116,0
115,0
114,0
113,0
112,0
111,0
110,0
109,0
108,0
107,0
106,0
105,0
104,0
103,0
102,0
101,0
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,0
92,0
91,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0.00318277
80,0.00780433
79,0.0137339
78,0.019489
77,0.0270753
76,0.0371032
75,0.0488751
74,0.062827
73,0.0785664
72,0.0955267
71,0.113315
70,0.131584
69,0.149198
68,0.164501
67,0.179499
66,0.196852
65,0.214597
64,0.228636
63,0.242675
62,0.256889
61,0.277773
60,0.302189
59,0.327433
58,0.351107
57,0.371338
56,0.391393
55,0.409095
54,0.422218
53,0.433816
52,0.448683
51,0.464859
50,0.486571
49,0.499869
48,0.514998
47,0.531261
46,0.542553
45,0.551317
44,0.557508
43,0.564963
42,0.572157
41,0.585194
40,0.599058
39,0.609391
38,0.614013
37,0.625
36,0.62984
35,0.633894
34,0.637033
33,0.640609
32,0.644445
31,0.64898
30,0.65395
29,0.66049
28,0.675837
27,0.691359
26,0.699424
25,0.704526
24,0.709104
23,0.713028
22,0.716777
21,0.726936
20,0.733258
19,0.740888
18,0.751526
17,0.76744
16,0.777729
15,0.786188
14,0.794864
13,0.809644
12,0.824119
11,0.83188
10,0.844088
9,0.85695
8,0.868373
7,0.877878
6,0.886205
5,0.903994
4,0.915112
3,0.928845
2,0.955659
1,1
